,RUS,UKR,BLR,EST,LVA,LTU,POL,HUN,ROU,ALB,AND,AUT,BGR,BIH,CHE,CZE,DEU,DNK,ESP,FIN,FRO,FRA,GIB,GRC,HRV,IRL,ISL,ITA,XKX,LIE,LUX,MCO,MDA,MKD,MLT,MNE,NLD,NOR,PRT,SMR,SRB,SVK,SVN,SWE
YR2010,6.8493923025503,9.37293105078976,7.73574804312507,2.97204512015696,-1.08463595015159,1.31921362055463,2.58069370250546,4.85555795691951,6.09141668601892,3.62604695579817,,1.81353438995065,2.43899060504117,1.99621236745889,0.688238707220017,1.47272727272729,1.10380916115812,2.31092436974789,1.79986457728766,1.1841352315465,,1.53112270420924,,4.71298907760393,1.03055505333573,-0.922095829024469,5.39673113167484,1.52551602118248,3.48050763735848,,2.27367911621542,,7.48385086350855,1.50997522027615,1.51563513618533,0.65494657014848,1.27530569556686,2.41890639481001,1.40257289895371,2.58541815582589,6.14255360247246,0.957018132975136,1.80117022137136,1.15798802715629
YR2011,8.44046485932559,7.95572466274646,53.2286983118173,4.9819013145361,4.37073559939221,4.13027562645087,4.23940149625935,3.92992098935075,5.78925328815882,3.42912324722164,,3.28657914875376,4.21990346601875,3.67124999999999,0.231349207650894,1.91721913635547,2.07517452479837,2.75868226051246,3.19610188833788,3.41680754255211,,2.11159795174997,,3.3298532335065,2.27272727272727,2.5571888318692,4.00102664343116,2.78063272879324,7.33641771315266,,3.4106834106834,,7.68725103356182,3.90475422069738,2.96298528192878,3.45014311248693,2.3410701775137,1.28495158809159,3.65301100430729,2.89979584300121,11.1373976342129,3.91928599146294,1.80285171941907,2.96115073822139
YR2012,5.0747430079915,0.568727971803899,59.2197360232519,3.93339987296979,2.25778924374594,3.08998277055416,3.56037151702788,5.65214517088651,3.33492267693443,2.03159268395298,,2.48567562177017,2.95456829831017,2.0526745200172,-0.692552018105236,3.28762306610408,2.0084909216701,2.39791485664639,2.44612782366812,2.80833622561575,,1.95419531613507,,1.50152696177748,3.41207349081366,1.69620897294545,5.18589988750705,3.04136333226773,2.47673782156539,,2.66284165508017,,4.54633427355306,3.31605566687646,2.37582057760382,4.14524724981109,2.45554765291609,0.696864111498241,2.77333854051579,2.82733224222587,7.33038589596636,3.60610263522886,2.5974138603901,0.8883775069237
YR2013,6.75371026220953,-0.238948626045408,18.3122610377873,2.78056658954996,-0.0294547782578977,1.04747937065349,0.99198260633235,1.73319984983107,3.98471235548128,1.93762080205227,,2.00015616900603,0.890093540913032,-0.093045683831828,-0.217323155115639,1.43829787234043,1.5047209800535,0.789071780078061,1.40858109183012,1.47828615688804,,0.863715497861826,,-0.921269454256898,2.2165820642978,0.508714869485436,3.8722792374824,1.21999342274305,1.76732428354889,,1.73403963519166,,4.59787897363131,2.78500056726115,1.18028436366548,2.20589268141181,2.50689852657884,2.12048620353119,0.27441666666668,1.60439298078071,7.69426362896666,1.40047368963031,1.76920085881896,-0.0442929701486557
YR2014,7.82341183865503,12.0718562874252,18.1195543526734,-0.106175146521716,0.620490636732377,0.103758009433715,0.0538213132400467,-0.227566270988384,1.06830987684293,1.62586504402607,,1.60581182954471,-1.41818380264842,-0.897194054194286,-0.0132025387515987,0.343988589646784,0.906797948515676,0.564020540449518,-0.151114837527181,1.04119621178439,,0.507758822937957,,-1.31226096405516,-0.215196159576215,0.182542316627949,2.04461481539337,0.241047429826773,0.4289578083241,,0.628543985440705,,5.08878554625884,-0.281705032928538,0.310306472181729,-0.71051405171022,0.976035079699661,2.0417028670721,-0.278153367467421,1.11296303373859,2.08244793880151,-0.0761653295419824,0.199343826570849,-0.17963849411465
YR2015,15.5344050528404,48.6998646434423,13.5344897649734,-0.492326006547338,0.174242243625214,-0.884097405500613,-0.874125874125849,-0.0616446800641176,-0.594156437495137,3.50120835492656,,0.896563335260302,-0.104633261008417,-1.03602303425476,-1.14390867228178,0.309364548494974,0.51442053951781,0.452034153691623,-0.500365709903282,-0.207928839905218,,0.0375143805125363,,-1.73588804765278,-0.464499004645002,-0.289879079012739,1.63305558181333,0.0387903996579552,-0.536929392740657,,0.4747431614378,,9.67624033101867,-0.299920475631447,1.1005482637893,1.54869158222488,0.600248147278775,2.17113665389528,0.487938623904736,0.145686073241013,1.39235822000187,-0.325219777427739,-0.525552285820838,-0.0467847449832651
YR2016,7.04244762954798,13.9127101997796,11.8365807653497,0.148684907627356,0.140633334505292,0.905525075460439,-0.664767331434023,0.394769306686402,-1.54479666813904,-0.367317209784628,,0.891591752655335,-0.798649886453611,-1.58409999999997,-0.434618664285843,0.683504209385683,0.49174862477081,0.249999999999997,-0.202598000426425,0.356684500891696,,0.183334861123848,,-0.825653978391008,-1.12500000000001,0.00830633773569926,1.6969276199774,-0.0940166569157271,0.273169431045511,,0.290833333333306,,6.3593089803793,-0.239290787684491,0.642702771527276,-0.27138502338526,0.316666666666663,3.55000000000002,0.607397074641661,0.573948019801976,1.12231397417765,-0.520010196278324,-0.0549995416704911,0.984269244577978
YR2017,3.68332944412231,14.4383227488749,6.0318372517779,3.41723549488057,2.93036312374664,3.72288862303693,2.07593553673862,2.34824281150159,1.33902121104396,2.0605984592022,,2.08126911385587,2.06159619443137,0.810133321953047,0.533787839825886,2.45053398460138,1.50949655801608,1.14713216957606,1.95607633363964,0.754015047084413,,1.03228275064674,,1.12125452031427,1.12937210282344,0.340531561461793,1.76041559180606,1.22653316645808,1.48823430592309,,1.73079959118897,,6.57022997455601,1.3516188967744,1.3643544815071,2.38023599053136,1.3814587140721,1.87510059552548,1.36861411643481,1.04597683468952,3.13106248590119,1.31194588223234,1.42910743319297,1.79449904665596
YR2018,2.87829723647886,10.9518559353179,4.87230220550689,3.43632688420445,2.53445424186602,2.69792779208397,1.81295156542681,2.85024792594642,4.62548443137781,2.02805963071136,,1.99837981429546,2.81454473824833,1.41710814018026,0.936335464113605,2.14949494949492,1.73216766075662,0.813609467455633,1.67498136863794,1.08382098409299,,1.85081508315494,,0.625621413453588,1.50012501041753,0.488370168032449,2.68291768267388,1.13748763600395,1.05379773654998,,1.52819524307373,,3.04505397337069,1.45831298507127,1.15782362451512,2.61122378263797,1.70349794744475,2.76483134528794,0.99371568346825,,1.95984076293803,2.51403712883808,1.73860861988181,1.95353530127029
YR2019,4.47036660760175,7.8867174561113,5.59815595039851,2.27725931243518,2.81140920075622,2.33450937988024,2.227478809383,3.3385863538201,3.82785432599428,1.41109078954248,,1.53089564152645,3.10372944796774,0.562782154061303,0.362886179940635,2.84787595918047,1.4456670146976,0.758131572511619,0.699518994458693,1.02409392963429,,1.10825492288292,,0.25300752203812,0.771820346498083,0.939044481054341,3.01397179156056,0.611246943765291,2.67599202639892,,1.74332075653843,,4.83778351428723,0.766439573459688,1.64206001768947,0.361563704540798,2.63369910249593,2.16773003305405,0.338178410046125,,1.8492298451109,2.66456133425443,1.63052260754338,1.78415097403832
YR2020,3.38165937237896,2.7324920941942,5.54814357456511,-0.444531097679859,0.219064904842049,1.19989444983569,3.3744697261859,3.3267438576673,2.63107311184752,1.62088661717004,,1.38191063351859,1.67244096855762,-1.05129600763481,-0.725874933313391,3.16129528497808,0.506689889953274,0.420711974110026,-0.322753017299705,0.290554555653313,,0.476498852725083,,-1.24798355581408,0.154811374562028,-0.334584625428444,2.84792401518658,-0.13770757391657,0.198227922994858,,0.819957302126994,,3.76597122245349,1.20007348888482,0.638544956776653,-0.255655699848551,1.2724603778917,1.28658490707998,-0.0124383299576167,,1.57553290083409,1.9369412669422,-0.0548568157606067,0.497367318853562
YR2021,6.69445891957619,,9.46028389623105,4.65316673847481,3.27582937431157,4.68354420903459,5.05502704719268,5.11096534382858,5.05232876096582,2.04147163139546,,2.76666666666665,3.29774435299511,1.98163900587616,0.581814168489875,3.8398449150015,3.14296967309964,1.85304543989687,3.09313511976406,2.19457432339993,,1.64233141038392,,1.22382501019855,2.55450699642046,2.35814296241712,4.44423970189747,1.87378325762491,3.35369139207989,,2.52692009066169,,5.10641129002835,3.23074912132919,1.49789217934737,2.41080198403167,2.67572008805381,3.48388055266678,1.2656571906905,,4.08510285335103,3.14960629921263,1.91706506089267,2.16319736447149
